titol_accident;data_publicacio;hora_publicacio;total_victimes;data_accident;hora_avis;via;descripcio_accident;enllac
Atropellament mortal d’un vianant a la C-32 a Gavà (Baix Llobregat);09/10/2021;16:36;103;8 d’octubre de 2021;23.27;C-32, al punt quilomètric 50 a Gavà (Baix Llobregat) en direcció Barcelona; El Servei Català de Trànsit informa que ahir a la nit es va registrar un sinistre viari mortal al punt quilomètric 50 de la C-32, a l’altura de Gavà (Baix Llobregat). Els Mossos d’Esquadra van rebre l’avís a les 23.27 h.Per causes que encara s’estan investigant, un turisme va atropellar mortalment un vianant.Arran de la incidència, es van activar cinc patrulles dels Mossos d’Esquadra i tres unitats del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, a la C-32 a Gavà es van tallar dos carrils en direcció Barcelona. La circulació es va normalitzar en el tram de l’accident cap a les 02.15 h de la matinada.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20211009_C32_Gava
La conductora d’un turisme ha mort en un accident a l’N-260 a Avinyonet de Puigventós (Alt Empordà);04/10/2021;20:19;102;4 d’octubre 2021;17.02;N-260, al punt quilomètric 41,5 a Avinyonet de Puigventós (Alt Empordà); El Servei Català de Trànsit informa que aquesta tarda s’ha registrat un sinistre viari mortal al punt quilomètric 41,5 de l’N-260, a l’altura d’Avinyonet de Puigventós (Alt Empordà). Els Mossos d’Esquadra han rebut l’avís a les 17.02 h.Per causes que encara s’estan investigant, hi ha hagut una col·lisió frontal entre un turisme i un camió frigorífic. Com a conseqüència de l’accident, ha mort la conductora i única ocupant del turisme. A més, hi ha hagut un ferit menys greu traslladat a l’hospital Josep Trueta de Girona.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).L’N-260 s’ha tallat a l’altura de Vilafant en sentit Figueres. A partir de les 18.48 h, la via s’ha restringit en aquest tram en tots dos sentits. Finalment, cap a les 19.46 h, la situació s’ha normalitzat.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20211004_acc_N260
Un motorista ha mort en un accident a la B-431 a Avinyó (Bages);03/10/2021;16:35;101;3 d’octubre 2021;12.56;B-431, al punt quilomètric 49 a Avinyó (Bages);El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 49 de la B-431, a l’altura d’Avinyó (Bages). Els Mossos d’Esquadra han rebut l’avís a les 12.56 h.Per causes que encara s’estan investigant, s’ha produït una col·lisió per envestida entre una motocicleta i un turisme. Com a conseqüència de l’accident, ha mort el conductor del vehicle de dues rodes, A.C.O., de 59 anys i veí d’Avinyó. El conductor del turisme ha resultat ferit lleu i ha sigut traslladat a l’Hospital de Manresa.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra, una dotació dels Bombers de la Generalitat i l’helicòpter medicalitzat i una ambulància del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20211003_acc_B431_Avinyo
El conductor d’un turisme va morir ahir en un accident a l’A-2 a Lleida (Segrià);03/10/2021;11:42;100;2 d’octubre 2021;16.11;A-2, al punt quilomètric 460,5 a Lleida (Segrià);El Servei Català de Trànsit informa que ahir a la tarda es va registrar un sinistre viari mortal al punt quilomètric 460,5 de l’A-2, a l’altura de Lleida (Segrià). Els Mossos d’Esquadra van rebre l’avís a les 16.11 h.Per causes que encara s’estan investigant, es va produir una sortida de via d’un turisme, que va acabar xocant per fregament amb un altre vehicle. Com a conseqüència de l’accident, el conductor del turisme que va sortir de la via va resultar ferit crític i va ser traslladat a l’Hospital Arnau de Vilanova on va morir. Es tracta de, P.P., de 49 anys i veí d’Albacete. Segons els primers indicis, tot apunta que el conductor no feia ús del cinturó de seguretat.Arran de la incidència, es van activar tres patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20211003_acc_A2_Lleida
Un motorista ha mort en un accident a l’AP-7 a la Roca del Vallès (Vallès Oriental);02/10/2021;18:18;99;2 d’octubre 2021;06.23;AP-7, al punt quilomètric 126,5 a la Roca del Vallès (Vallès Oriental);El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 126,5 de l’AP-7, a l’altura de la Roca del Vallès (Vallès Oriental). Els Mossos d’Esquadra han rebut l’avís a les 06.23 h.Per causes que encara s’estan investigant, s’ha produït un accident entre dos turismes i una motocicleta. Com a conseqüència de l’accident, ha mort el conductor del vehicle de dues rodes, A.M.M., de 25 anys i veí d’Arbúcies.Arran de la incidència, s’han activat quatre patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i una ambulància del Sistema d’Emergències Mèdiques (SEM).Pel que fa a la incidència viària, la via s’ha tallat totalment en sentit sud, cap a les 08.00h s’ha obert un carril i a les 08.45h s’ha restablert totalment el trànsit.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20211002_acc_AP7_laroca
Mor el conductor d’un turisme en un accident a l’N-420 a Móra d’Ebre (Ribera d’Ebre);27/09/2021;17:12;98;27 de setembre de 2021;09.33;N-420, al punt quilomètric 823 a Móra d’Ebre (Ribera d’Ebre); El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 823 de l’N-420, a l’altura de Móra d’Ebre (Ribera d’Ebre). Els Mossos d’Esquadra han rebut l’avís a les 09.33 h.Per causes que encara s’estan investigant, s’ha produït un accident entre tres turismes. Com a conseqüència de l’accident, ha mort un dels conductors. Es tracta d’un home de 36 anys, G.A.V., veí de Barcelona. A més, un home i una dona han resultat ferits lleus i els han traslladat a l’Hospital de Móra d’Ebre.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat i dues ambulàncies i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM).Pel que fa a la incidència viària, s’ha tallat la via durant dues hores en sentit est.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat. ;/ca/detalls/Noticia/20210927_acc_n420_moradebre
El passatger davanter d’un camió va morir en un accident a la C-25 a Gurb (Osona);23/09/2021;20:30;97;23 de setembre de 2021;19.09;C-25, al punt quilomètric 174,5 a Gurb (Osona); El Servei Català de Trànsit informa que a la tarda del dia 23 de setembre hi va haver un sinistre viari mortal al punt quilomètric 174.5 de la C-25, a l’altura de Gurb (Osona). Els Mossos d’Esquadra van rebre l’avís a les 19.09 h.Per causes que encara s’estan investigant, es va produir una col·lisió per encalç entre dos camions. A conseqüència de l’accident, el passatger davanter d’un dels dos camions va resultar ferit crític i va ser traslladat a l’Hospital de la Vall d’Hebron de Barcelona, on posteriorment va morir. Es tracta d’M.B.A., un noi de 21 anys de nacionalitat algeriana i veí de Lleida. El conductor que viatjava amb aquest passatger va resultar ferit menys greu i va ser traslladat a l’Hospital General de Vic. D’altra banda, el conductor de l’altre camió va resultar il·lès.Arran de la incidència, es van activar quatre patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat, els quals van efectuar tasques d’excarceració i 2 ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat. ;/ca/detalls/Noticia/20210923_acc_c25_gurb
Mor la conductora d’un turisme en un accident a la GI-623 a Saus, Camallera i Llampaies (Alt Empordà);21/09/2021;16:21;96;21 de setembre de 2021;10.58;GI-623, al punt quilomètric 7,5 a Saus, Camallera i Llampaies (Alt Empordà); El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 7,5 de la GI-623, a l’altura de Saus, Camallera i Llampaies (Alt Empordà). Els Mossos d’Esquadra han rebut l’avís a les 10.58 h.Per causes que encara s’estan investigant, hi ha hagut una sortida de via d’un turisme. Com a conseqüència de l’accident, ha mort la conductora i única ocupant, J.M.LL., de 86 anys i veïna de Sant Mori.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra, una dotació dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210921_acc_GI623_Saus
Moren els dos ocupants d’una moto en un accident a l’A-22 a Lleida (Segrià);18/09/2021;11:23;95;17 de setembre de 2021;23.48;A-22, al punt quilomètric 2 a Lleida (Segrià);El Servei Català de Trànsit informa que ahir a la nit es va registrar un sinistre viari mortal al punt quilomètric 2 de l’A-22, a l’altura de Lleida (Segrià). Els Mossos d’Esquadra van rebre l’avís a les 23.48 h.Per causes que encara s’estan investigant, un tot terreny va col·lidir amb una motocicleta i aquesta va caure a terra. Com a conseqüència de l’accident, els dos ocupants de la moto van morir. Es tracta de J.L.B., un home de 41 anys i d’M. M. F., una dona de 39, ambdós veïns de Lleida. Els Mossos d’Esquadra han detingut al conductor del tot terreny com a presumpte autor de dos homicidis per imprudència greu, conduir sota els efectes de l’alcohol i les drogues i omissió del deure de socors.Arran de la incidència, es van activar diverses patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat, tres ambulàncies i el servei de suport psicològic del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210917_acc_A22
Atropellament mortal d’un vianant a la T-310 a Reus (Baix Camp);12/09/2021;19:00;93;12 de setembre de 2021;06.06;T-310, al punt quilomètric 2,4 a Reus (Baix Camp); El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 2,4 de la T-310, a l’altura de Reus (Baix Camp). Els Mossos d’Esquadra han rebut l’avís a les 06.06 h.Per causes que encara s’estan investigant, un turisme hauria atropellat mortalment un vianant. Arran de la incidència, s’han activat diverses patrulles dels Mossos d’Esquadra i una unitat del Sistema d’Emergències Mèdiques (SEM). Pel que fa a l’afectació viària, la carretera ha estat tallada en ambdós sentits i s’han fet desviaments senyalitzats per la T-314.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210912_acc_t310
(Zona Urbana) La conductora d’un turisme ha mort en un accident a la C-55 a Monistrol de Montserrat (Bages);11/09/2021;12:01;N/A;11 de setembre de 2021;06.45;C-55, al punt quilomètric 14 a Monistrol de Montserrat (Bages); El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal en zona urbana al punt quilomètric 14 de la C-55, a l’altura de Monistrol de Montserrat (Bages). Els Mossos d’Esquadra han rebut l’avís a les 06.45 h.Per causes que encara s’estan investigant, s’ha produït una col·lisió per envestida lateral entre dos turismes. La conductora i única ocupant d’un dels vehicles, N. Y. M., de 25 anys i veïna de Manresa, ha mort. En l’altre cotxe hi viatjaven quatre persones que han resultat ferides menys greus i han estat traslladades a l’Althaia de Manresa i a la Mútua de Terrassa.Arran de la incidència, s’han activat quatre patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat, que han realitzat tasques d’excarceració, i quatre unitats i el suport psicològic del Sistema d’Emergències Mèdiques (SEM). Pel que fa a l’afectació viària, la carretera ha estat tallada en ambdós sentits i s’han fet desviaments senyalitzats fins a les nou de matí.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.  ;/ca/detalls/Noticia/20210911_acc_c55_monistrol
Un motorista mor en un accident amb un turisme a la C-35 a Gualba (Vallès Oriental);11/09/2021;11:44;92;10 de setembre de 2021;13.40;C-35, al punt quilomètric 60 a Gualba (Vallès Oriental); El Servei Català de Trànsit informa que ahir al migdia es va registrar un sinistre viari al punt quilomètric 60 de la C-35, a l’altura de Gualba (Vallès Oriental). Els Mossos d’Esquadra van rebre l’avís a les 13.40 h.Per causes que encara s’estan investigant, es van accidentar un turisme i una motocicleta. El motorista, J. V. C., de 47 anys i veí de Corró d’Avall, va resultar ferit crític i va ser traslladat amb l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM) a l’hospital de Sant Pau de Barcelona, on ha mort aquesta matinada.Arran de la incidència, es van activar tres patrulles dels Mossos d’Esquadra, una dotació dels Bombers de la Generalitat i dues unitats i l’helicòpter medicalitzat del SEM. Pel que fa a l’afectació viària, la carretera va estar tallada fins a dos quarts de quatre de la tarda.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.  ;/ca/detalls/Noticia/20210911_acc_c35_gualba
El conductor d’una motocicleta ha mort en un accident a l’AP-7 al Papiol (Baix Llobregat);05/09/2021;16:55;91;5 de setembre de 2021;13.52;AP-7, al punt quilomètric 161 al Papiol (Baix Llobregat);El Servei Català de Trànsit informa que aquest migdia s’ha registrat un sinistre viari mortal al punt quilomètric 161 de l’AP-7, a l’altura del Papiol (Baix Llobregat). Els Mossos d’Esquadra han rebut l’avís a les 13.52 h.Un grup de tres motoristes anaven circulant per la via i, per causes que encara s’estan investigant, una de les motos ha fet un moviment brusc i ha caigut. A causa de la caiguda, ha mort el conductor del vehicle, un home de 46 anys, J.M.G., veí d’Olesa de Montserrat. La seva acompanyant  ha resultar ferida menys greu i l’han traslladada a l’hospital de Bellvitge amb l’helicòpter del SEM.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat i tres unitats i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM).Durant dues hores, a l’AP-7 només hi ha hagut un carril obert en sentit sud. Posteriorment, durant una hora, ha quedat tallat un carril.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210905_acc_AP7_Papiol
Un motorista ha mort en un accident a la C-13 a Castell de Mur (Pallars Jussà);03/09/2021;18:42;90;3 de setembre de 2021;14.24;C-13, al punt quilomètric 81 a Castell de Mur (Pallars Jussà);El Servei Català de Trànsit informa que aquesta tarda s’ha registrat un sinistre viari mortal al punt quilomètric 81 de la C-13, a l’altura de Castell de Mur (Pallars Jussà). Els Mossos d’Esquadra han rebut l’avís a les 14.24 h.Per causes que encara s’estan investigant, s’ha produït la sortida de via d’una motocicleta. Com a conseqüència de l’accident, ha mort el conductor del vehicle, un home de 48 anys de nacionalitat anglesa.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues unitats i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM).La C-13 ha estat tallada poc més d’una hora i, posteriorment, s’ha donat pas alternatiu.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210903_acc_C13_CastelldeMur
La passatgera davantera d’un turisme ha mort en un accident a l’N-II a Fornells de la Selva (Gironès);29/08/2021;16:25;89;29 d’agost de 2021;12.12;N-II, al punt quilomètric 709 a Fornells de la Selva (Gironès); El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 709 de l’N-II, a l’altura de Fornells de la Selva (Gironès). Els Mossos d’Esquadra han rebut l’avís a les 12.12 h.Per causes que encara s’estan investigant, s’ha produït una col·lisió frontal entre dos turismes. Com a conseqüència del xoc, ha mort la passatgera davantera d’un dels cotxes. Es tracta d’A.L.F., de 71 anys i veïna de Girona. A més, la conductora i la passatgera posterior del vehicle en què viatjava la víctima mortal han resultat ferides crítiques i han estat traslladades a l’hospital Josep Trueta. La conductora del segon turisme implicat en el sinistre ha resultat ferida menys greu i l’han traslladat a l’hospital Santa Caterina.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat i cinc unitats i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM), que també ha activat la unitat de suport psicològic.L’N-II ha estat tallada a Fornells de la Selva els dos sentits fins a les 14.54 h aproximadament. A aquesta hora, la via s’ha reobert totalment.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210829_acc_NII_FornellsdelaSelva
La conductora d’un turisme ha mort en un accident a la C-243a a Sant Sadurní d’Anoia (Alt Penedès);27/08/2021;19:44;88;27 d’agost de 2021;14.39;C-243a, al punt quilomètric 0,8 a Sant Sadurní d’Anoia (Alt Penedès);El Servei Català de Trànsit informa que aquesta tarda s’ha registrat un sinistre viari mortal al punt quilomètric 0,8 de la C-243a, a l’altura de Sant Sadurní d’Anoia (Alt Penedès). Els Mossos d’Esquadra han rebut l’avís a les 14.39 h.Per causes que encara s’estan investigant, s’ha produït la sortida de via d’un turisme que ha caigut per un terraplè. Com a conseqüència de l’accident, ha mort la conductora del vehicle. Es tracta d’una dona de 37 anys, WM.P., veïna de Sant Pere de Ribes.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat i tres unitats i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM), que també ha activat la seva unitat de suport psicològic.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20210827_acc_C243_SantSadurni
